model,dataset,dataset_path,method,budget,n_sink,context_len,target_len,token_offset,num_eval_windows,window_offsets,position_mode,ppl,window_ppls,ttft_s,prefill_time_s,tpot_ms,throughput_tok_s,peak_mem_mb,prefill_cache_len,final_cache_len,prefill_cache_len_layer0,prefill_cache_len_avg,prefill_cache_len_min,prefill_cache_len_max,prefill_cache_lens,final_cache_len_layer0,final_cache_len_avg,final_cache_len_min,final_cache_len_max,final_cache_lens
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,pg19,data/PG-19/Reminiscences_of_Pioneer_Days_in_St._Paul_by_Frank_Moore.txt,pyramidkv_prefill,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,8.19580257589921,"[7.945904, 8.54861, 7.307566, 8.825816, 8.440944]",0.3302553862333298,0.3302553862333298,17.339127182727225,58.08529740749738,13909.8251953125,1467,1978,1467,768.0,69,1467,"[1467, 1422, 1377, 1332, 1287, 1242, 1197, 1151, 1106, 1061, 1016, 971, 926, 881, 836, 791, 745, 700, 655, 610, 565, 520, 475, 430, 385, 339, 294, 249, 204, 159, 114, 69]",1978,1279.0,580,1978,"[1978, 1933, 1888, 1843, 1798, 1753, 1708, 1662, 1617, 1572, 1527, 1482, 1437, 1392, 1347, 1302, 1256, 1211, 1166, 1121, 1076, 1031, 986, 941, 896, 850, 805, 760, 715, 670, 625, 580]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,pg19,data/PG-19/Reminiscences_of_Pioneer_Days_in_St._Paul_by_Frank_Moore.txt,pyramidkv_prefill,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,8.181855671850478,"[7.933925, 8.544949, 7.255118, 8.874415, 8.399961]",1.2216601617634297,1.2216601617634297,17.704132983712533,56.65419617765436,14040.0673828125,1536,2047,1536,1024.0,512,1536,"[1536, 1503, 1470, 1437, 1404, 1371, 1338, 1305, 1272, 1239, 1206, 1173, 1140, 1107, 1074, 1041, 1007, 974, 941, 908, 875, 842, 809, 776, 743, 710, 677, 644, 611, 578, 545, 512]",2047,1535.0,1023,2047,"[2047, 2014, 1981, 1948, 1915, 1882, 1849, 1816, 1783, 1750, 1717, 1684, 1651, 1618, 1585, 1552, 1518, 1485, 1452, 1419, 1386, 1353, 1320, 1287, 1254, 1221, 1188, 1155, 1122, 1089, 1056, 1023]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_prefill,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.434803662153445,"[12.09786, 14.428831, 11.812046, 7.13268, 8.412089]",0.1846676655113697,0.1846676655113697,15.543122255697176,64.38683448021187,13625.5048828125,256,767,256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",767,767.0,767,767,"[767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_prefill,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.280209006856268,"[11.639386, 14.096927, 12.00258, 6.955498, 8.382091]",0.2413753367960453,0.2413753367960453,17.131586569687627,58.83674066815572,13755.4267578125,512,1023,512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",1023,1023.0,1023,1023,"[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_prefill,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.176632682751631,"[11.482013, 14.010893, 11.91458, 6.955804, 8.186732]",0.3941212736070156,0.3941212736070156,16.301881052451588,61.38538738287044,13885.2080078125,768,1279,768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]",1279,1279.0,1279,1279,"[1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_prefill,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,9.975613147441697,"[11.438102, 13.875145, 11.860126, 6.609364, 7.940676]",0.17642757743597032,0.17642757743597032,17.871616615999468,56.01974664218754,14015.5517578125,1024,1535,1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",1535,1535.0,1535,1535,"[1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_online,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,11.599615686899774,"[13.40274, 15.684506, 13.102727, 8.311616, 9.172895]",0.13931485190987586,0.13931485190987586,18.013654227884313,55.52770394913514,13375.4072265625,256,256,256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_online,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.613287114719121,"[11.863891, 15.096605, 12.38406, 7.155892, 8.484305]",0.2897591941058636,0.2897591941058636,17.72931655850662,56.415191125473186,13503.4072265625,512,512,512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_online,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.280225832710299,"[11.638127, 14.17566, 11.852467, 6.968527, 8.426305]",0.23823995441198348,0.23823995441198348,17.821872760696653,56.1139607670454,13631.5517578125,768,768,768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]",768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_online,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.130471069307077,"[11.445364, 13.998257, 11.893214, 6.81784, 8.212939]",0.21831542178988456,0.21831542178988456,18.490167005887937,54.08283236780327,13763.5517578125,1024,1024,1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_decode_only,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,11.618058865501947,"[13.423164, 15.699852, 13.14881, 8.312444, 9.189719]",0.11837047860026359,0.11837047860026359,17.951316708687933,55.720007097119854,14015.47900390625,1536,256,1536,1536.0,1536,1536,"[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_decode_only,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.620415142333687,"[11.796579, 15.166507, 12.398198, 7.167698, 8.498211]",0.18625982627272605,0.18625982627272605,17.9653457232884,55.66561087320139,14015.47900390625,1536,512,1536,1536.0,1536,1536,"[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_decode_only,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.287105086329918,"[11.672392, 14.150944, 11.887674, 6.95523, 8.435527]",0.15387302711606027,0.15387302711606027,17.7758101191656,56.25972955562254,14015.47900390625,1536,768,1536,1536.0,1536,1536,"[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,streaming_decode_only,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.119831719245324,"[11.399989, 13.967207, 11.919314, 6.819738, 8.200371]",0.26580260321497917,0.26580260321497917,18.552188602970535,53.904802237432136,14019.44775390625,1536,1024,1536,1536.0,1536,1536,"[1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536, 1536]",1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_prefill,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,13.231160296142104,"[12.844936, 17.957101, 14.607386, 9.948091, 12.097878]",0.12254632785916328,0.12254632785916328,16.993148118957382,59.462687166846834,13625.5048828125,256,767,256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",767,767.0,767,767,"[767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_prefill,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,13.272107510711361,"[12.488247, 16.934444, 15.069348, 10.296647, 12.549799]",0.12464200481772422,0.12464200481772422,16.45872648623125,60.82437962388424,13755.4267578125,512,1023,512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",1023,1023.0,1023,1023,"[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_prefill,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,14.145814409642373,"[12.129412, 17.440539, 16.194478, 10.443294, 15.831996]",0.14898243993520738,0.14898243993520738,16.915284171554674,59.329120847742196,13885.2080078125,768,1279,768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]",1279,1279.0,1279,1279,"[1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_prefill,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,14.545367781533184,"[11.800753, 18.066445, 19.352998, 10.202089, 15.466917]",0.16725605949759484,0.16725605949759484,17.038136846048722,58.97114577938371,14015.5517578125,1024,1535,1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",1535,1535.0,1535,1535,"[1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_online,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,1850.4126744211576,"[2230.772786, 1286.441373, 1859.128554, 3068.414129, 1325.178071]",0.12305858358740807,0.12305858358740807,21.405230421726014,46.72087619227794,13375.4072265625,256,256,256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_online,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,702.9720080720939,"[678.997156, 478.018291, 827.727716, 978.895418, 652.760546]",0.12249664068222046,0.12249664068222046,21.286875538804996,46.97822773306297,13503.4072265625,512,512,512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_online,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,412.49311925729796,"[321.540785, 274.112321, 346.085424, 774.820014, 505.283107]",0.1491775281727314,0.1491775281727314,21.739510680073163,46.00250253215209,13631.83349609375,768,768,768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]",768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,knorm_online,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,139.41046574873695,"[140.088799, 124.913709, 157.934735, 117.806702, 161.73936]",0.13757545873522758,0.13757545873522758,22.920692646456793,43.62881931719598,13763.92724609375,1024,1024,1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,snapkv_prefill,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.352120472162758,"[11.573189, 14.495295, 12.105444, 6.99867, 8.365083]",0.13916760087013244,0.13916760087013244,17.59113757023606,57.8721528993219,13625.4736328125,256,767,256,256.0,256,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",767,767.0,767,767,"[767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,snapkv_prefill,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.073488898901358,"[11.421809, 13.900434, 11.922076, 6.660369, 8.227846]",0.2254733294248581,0.2254733294248581,16.094652516676256,62.30362359408664,13755.4189453125,512,1023,512,512.0,512,512,"[512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512]",1023,1023.0,1023,1023,"[1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,snapkv_prefill,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.007752838348651,"[11.443934, 13.818504, 11.868293, 6.570155, 8.141091]",0.16134849339723586,0.16134849339723586,16.77723314809939,59.797637711421224,13885.2236328125,768,1279,768,768.0,768,768,"[768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768]",1279,1279.0,1279,1279,"[1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279, 1279]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,snapkv_prefill,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,9.937272834214676,"[11.448314, 13.656006, 11.898767, 6.563181, 7.936966]",0.46060793176293374,0.46060793176293374,16.48707419575544,60.658321330622854,14015.5595703125,1024,1535,1024,1024.0,1024,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",1535,1535.0,1535,1535,"[1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535, 1535]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,pyramidkv_prefill,256,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,10.249261107288605,"[11.498575, 14.295832, 12.106506, 6.827377, 8.324087]",0.41619951352477075,0.41619951352477075,17.041781642373994,58.86849843433148,13643.1064453125,469,980,469,256.0,43,469,"[469, 455, 441, 428, 414, 400, 386, 373, 359, 345, 332, 318, 304, 290, 277, 263, 249, 235, 222, 208, 194, 180, 167, 153, 139, 126, 112, 98, 84, 71, 57, 43]",980,767.0,554,980,"[980, 966, 952, 939, 925, 911, 897, 884, 870, 856, 843, 829, 815, 801, 788, 774, 760, 746, 733, 719, 705, 691, 678, 664, 650, 637, 623, 609, 595, 582, 568, 554]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,pyramidkv_prefill,512,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,9.99908461027015,"[11.424982, 13.889036, 11.849148, 6.565475, 8.096928]",0.335112351924181,0.335112351924181,17.608782373470802,57.13740445473492,13776.0517578125,968,1479,968,512.0,56,968,"[968, 939, 909, 880, 850, 821, 791, 762, 733, 703, 674, 644, 615, 586, 556, 527, 497, 468, 438, 409, 380, 350, 321, 291, 262, 233, 203, 174, 144, 115, 85, 56]",1479,1023.0,567,1479,"[1479, 1450, 1420, 1391, 1361, 1332, 1302, 1273, 1244, 1214, 1185, 1155, 1126, 1097, 1067, 1038, 1008, 979, 949, 920, 891, 861, 832, 802, 773, 744, 714, 685, 655, 626, 596, 567]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,pyramidkv_prefill,768,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,9.944635201284008,"[11.454416, 13.685003, 11.900393, 6.570404, 7.935477]",0.5761368922889233,0.5761368922889233,18.23898235995709,54.913955721297704,13909.8251953125,1467,1978,1467,768.0,69,1467,"[1467, 1422, 1377, 1332, 1287, 1242, 1197, 1151, 1106, 1061, 1016, 971, 926, 881, 836, 791, 745, 700, 655, 610, 565, 520, 475, 430, 385, 339, 294, 249, 204, 159, 114, 69]",1978,1279.0,580,1978,"[1978, 1933, 1888, 1843, 1798, 1753, 1708, 1662, 1617, 1572, 1527, 1482, 1437, 1392, 1347, 1302, 1256, 1211, 1166, 1121, 1076, 1031, 986, 941, 896, 850, 805, 760, 715, 670, 625, 580]"
/home/ma-user/work/Efficient-LLM-Inference-Experiment/models/pythia-6.9b,wikitext,data/WikiText-2/test.txt,pyramidkv_prefill,1024,4,1536,512,0,5,"[0, 2048, 4096, 6144, 8192]",absolute,9.909106839912736,"[11.43852, 13.608443, 11.88427, 6.591721, 7.834711]",0.13984363675117492,0.13984363675117492,17.890923331744983,56.11249558218606,14040.0673828125,1536,2047,1536,1024.0,512,1536,"[1536, 1503, 1470, 1437, 1404, 1371, 1338, 1305, 1272, 1239, 1206, 1173, 1140, 1107, 1074, 1041, 1007, 974, 941, 908, 875, 842, 809, 776, 743, 710, 677, 644, 611, 578, 545, 512]",2047,1535.0,1023,2047,"[2047, 2014, 1981, 1948, 1915, 1882, 1849, 1816, 1783, 1750, 1717, 1684, 1651, 1618, 1585, 1552, 1518, 1485, 1452, 1419, 1386, 1353, 1320, 1287, 1254, 1221, 1188, 1155, 1122, 1089, 1056, 1023]"
